Text,Date
"With Spies, or Informants as the Democrats like to call them because it sounds less sinister (but its not), all over my campaign, even from a very early date, why didnt the crooked highest levels of the FBI or Justice contact me to tell me of the  phony Russia problem?",Sat May 26 19:28:04 +0000 2018
"Unlike what the Failing and Corrupt New York Times would like people to believe, there is ZERO disagreement within the Trump Administration as to  how to deal with North Korea...and if there was, it wouldnt matter. The @nytimes has called me wrong right from the beginning!",Sat May 26 15:03:33 +0000 2018
"Thanks to very brave Teacher &amp; Hero Jason Seaman of Noblesville, Indiana, for his heroic act in saving so many precious young lives. His quick and automatic action is being talked about all over the world!",Sat May 26 14:47:14 +0000 2018
"We are having very productive talks with North Korea about reinstating the Summit which, if it does happen, will likely remain in Singapore on the same date, June 12th., and, if necessary, will be extended beyond that date.",Sat May 26 00:37:35 +0000 2018
"Very good news to receive the warm and productive statement from North Korea. We will soon see where it will lead, hopefully to long and enduring prosperity and peace. Only time (and talent) will tell!",Fri May 25 12:14:07 +0000 2018
"Democrats are so obviously rooting against us in our negotiations with North Korea. Just like they are coming to the defense of MS 13 thugs, saying that they are individuals &amp; must be nurtured, or asking to end your big Tax Cuts &amp; raise your taxes instead. Dems have lost touch!",Fri May 25 12:04:20 +0000 2018
"The Democrats are now alluding to the the concept that having an Informant placed in an opposing partys campaign is different than having a Spy, as illegal as that may be. But what about an Informant who is paid a fortune and who sets up way earlier than the Russian Hoax?",Fri May 25 12:04:16 +0000 2018
"I have decided to terminate the planned Summit in Singapore on June 12th. While many things can happen and a great opportunity lies ahead potentially, I believe that this is a tremendous setback for North Korea and indeed a setback for the world... https://t.co/jT0GfxT0Lc",Thu May 24 16:57:51 +0000 2018
"Sadly, I was forced to cancel the Summit Meeting in Singapore with Kim Jong Un. https://t.co/rLwXxBxFKx",Thu May 24 16:18:25 +0000 2018
"Our Trade Deal with China is moving along nicely, but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion.",Wed May 23 11:55:35 +0000 2018
"Look how things have turned around on the Criminal Deep State. They go after Phony Collusion with Russia, a made up Scam, and end up getting caught in a major SPY scandal the likes of which this country may never have seen before! What goes around, comes around!",Wed May 23 10:54:01 +0000 2018
"...Follow the money! The spy was there early in the campaign and yet never reported Collusion with Russia, because there was no Collusion. He was only there to spy for political reasons and to help Crooked Hillary win - just like they did to Bernie Sanders, who got duped!",Wed May 23 01:13:46 +0000 2018
"Today, it was my great honor to welcome President Moon Jae-in of the Republic of Korea to the @WhiteHouse! https://t.co/yvOxNiA1DM",Tue May 22 18:21:32 +0000 2018
"Under our potential deal with China, they will purchase from our Great American Farmers practically as much as our Farmers can produce.",Mon May 21 13:16:31 +0000 2018
"China must continue to be strong &amp; tight on the Border of North Korea until a deal is made. The word is that recently the Border has become much more porous and more has been filtering in. I want this to happen, and North Korea to be VERY successful, but only after signing!",Mon May 21 11:40:22 +0000 2018
"On China, Barriers and Tariffs to come down for first time.",Mon May 21 11:31:16 +0000 2018
China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things to happen to our farmers in many years!,Mon May 21 11:27:42 +0000 2018
"I ask Senator Chuck Schumer, why didnt President Obama &amp; the Democrats do something about Trade with China, including Theft of Intellectual Property etc.? They did NOTHING! With that being said, Chuck &amp; I have long agreed on this issue! Fair Trade, plus, with China will happen!",Mon May 21 11:21:29 +0000 2018
The Witch Hunt finds no Collusion with Russia - so now theyre looking at the rest of the World. Oh great!,Sun May 20 17:13:47 +0000 2018
"Now that the Witch Hunt has given up on Russia and is looking at the rest of the World, they should easily be able to take it into the Mid-Term Elections where they can put some hurt on the Republican Party. Dont worry about Dems FISA Abuse, missing Emails or Fraudulent Dossier!",Sun May 20 13:29:32 +0000 2018
"....At what point does this soon to be $20,000,000 Witch Hunt, composed of 13 Angry and Heavily Conflicted Democrats and two people who have worked for Obama for 8 years, STOP! They have found no Collussion with Russia, No Obstruction, but they arent looking at the corruption...",Sun May 20 13:11:05 +0000 2018
Things are really getting ridiculous. The Failing and Crooked (but not as Crooked as Hillary Clinton) @nytimes has done a long &amp; boring story indicating that the Worlds most expensive Witch Hunt has found nothing on Russia &amp; me so now they are looking at the rest of the World!,Sun May 20 13:04:21 +0000 2018
"Reports are there was indeed at least one FBI representative implanted, for political purposes, into my campaign for president. It took place very early on, and long before the phony Russia Hoax became a hot Fake News story. If true - all time biggest political scandal!",Fri May 18 13:50:11 +0000 2018
"Talking trade with the Vice Premier of the Peoples Republic of China, Liu He. https://t.co/9T7Iq6F3Xe",Thu May 17 21:27:52 +0000 2018
"...havent even started yet! The U.S. has very little to give, because it has given so much over the years. China has much to give!",Wed May 16 13:09:20 +0000 2018
"...We have not seen Chinas demands yet, which should be few in that previous U.S. Administrations have done so poorly in negotiating. China has seen our demands. There has been no folding as the media would love people to believe, the meetings...",Wed May 16 13:09:20 +0000 2018
The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...,Wed May 16 13:09:19 +0000 2018
"Can you believe that with all of the made up, unsourced stories I get from the Fake News Media, together with the  $10,000,000 Russian Witch Hunt (there is no Collusion), I now have my best Poll Numbers in a year. Much of the Media may be corrupt, but the People truly get it!",Tue May 15 14:08:21 +0000 2018
"Trade negotiations are continuing with China. They have been making hundreds of billions of dollars a year from the U.S., for many years. Stay tuned!",Tue May 15 12:35:30 +0000 2018
"ZTE, the large Chinese phone company, buys a big percentage of individual parts from U.S. companies. This is also reflective of the larger trade deal we are negotiating with China and my personal relationship with President Xi.",Mon May 14 20:06:53 +0000 2018
"China and the United States are working well together on trade, but past negotiations have been so one sided in favor of China, for so many years, that it is hard for them to make a deal that benefits both countries. But be cool, it will all work out!",Sun May 13 19:22:03 +0000 2018
"President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back into business, fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!",Sun May 13 15:01:00 +0000 2018
"North Korea has announced that they will dismantle Nuclear Test Site this month, ahead of the big Summit Meeting on June 12th. Thank you, a very smart and gracious gesture!",Sat May 12 21:08:55 +0000 2018
"The American people deserve a healthcare system that takes care of them  not one that takes advantage of them. We will work every day to ensure all Americans have access to the quality, affordable medication they need and deserve. We will not rest until the job is done! https://t.co/9BzevAniNx",Fri May 11 20:56:25 +0000 2018
"Thank you Indiana! #MAGA
https://t.co/fCv76VyUax",Fri May 11 00:49:43 +0000 2018
The highly anticipated meeting between Kim Jong Un and myself will take place in Singapore on June 12th. We will both try to make it a very special moment for World Peace!,Thu May 10 14:37:57 +0000 2018
"The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing), when in fact he was flying to North Korea. Fake News, so bad!",Wed May 09 22:38:10 +0000 2018
"I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting. They seem to be in good health. Also, good meeting with Kim Jong Un. Date &amp; Place set.",Wed May 09 12:30:56 +0000 2018
"I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, where good things will happen, and North Korea, where relationships and trust are building.",Tue May 08 11:22:53 +0000 2018
"Good luck to Ric Grenell, our new Ambassador to Germany. A great and talented guy, he will represent our Country well!",Mon May 07 13:05:44 +0000 2018
The 13 Angry Democrats in charge of the Russian Witch Hunt are starting to find out that there is a Court System in place that actually protects people from injustice...and just wait till the Courts get to see your unrevealed Conflicts of Interest!,Mon May 07 11:39:53 +0000 2018
"The Russia Witch Hunt is rapidly losing credibility. House Intelligence Committee found No Collusion, Coordination or anything else with Russia. So now the Probe says OK, what else is there? How about Obstruction for a made up, phony crime.There is no O, its called Fighting Back",Mon May 07 11:27:34 +0000 2018
"Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results, but it is hard for China in that they have become very spoiled with U.S. trade wins!",Sat May 05 00:31:30 +0000 2018
"...despite already having signed a detailed letter admitting that there was no affair. Prior to its violation by Ms. Clifford and her attorney, this was a private agreement. Money from the campaign, or campaign contributions, played no roll in this transaction.",Thu May 03 11:00:14 +0000 2018
"...very common among celebrities and people of wealth. In this case it is in full force and effect and will be used in Arbitration for damages against Ms. Clifford (Daniels). The agreement was used to stop the false and extortionist accusations made by her about an affair,......",Thu May 03 10:54:38 +0000 2018
Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!,Thu May 03 03:45:24 +0000 2018
"As everybody is aware, the past Administration has long been asking for three hostages to be released from a North Korean Labor camp, but to no avail. Stay tuned!",Thu May 03 00:53:30 +0000 2018
"This isnt some game. You are screwing with the work of the president of the United States.  John Dowd, March 2018.  With North Korea, China, the Middle East and so much more, there is not much time to be thinking about this, especially since there was no Russian Collusion.",Wed May 02 22:40:23 +0000 2018
NEW BOOK - A MUST READ! The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!,Wed May 02 13:33:41 +0000 2018
"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!",Wed May 02 11:45:08 +0000 2018
"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!",Tue May 01 11:00:00 +0000 2018
"So disgraceful that the questions concerning the Russian Witch Hunt were leaked to the media. No questions on Collusion. Oh, I see...you have a made up, phony crime, Collusion, that never existed, and an investigation begun with illegally leaked classified information. Nice!",Tue May 01 10:47:30 +0000 2018
"Numerous countries are being considered for the MEETING, but would Peace House/Freedom House, on the Border of North &amp; South Korea, be a more Representative, Important and Lasting site than a third party country? Just asking!",Mon Apr 30 12:19:33 +0000 2018
"Secret Service has just informed me that Senator Jon Testers statements on Admiral Jackson are not true. There were no such findings. A horrible thing that we in D.C. must live with, just like phony Russian Collusion. Tester should lose race in Montana. Very dishonest and sick!",Sat Apr 28 19:11:51 +0000 2018
"Just had a long and very good talk with President Moon of South Korea. Things are going very well, time and location of meeting with North Korea is being set. Also spoke to Prime Minister Abe of Japan to inform him of the ongoing negotiations.",Sat Apr 28 13:45:20 +0000 2018
"House Intelligence Committee rules that there was NO COLLUSION between the Trump Campaign and Russia. As I have been saying all along, it is all a big Hoax by the Democrats based on payments and lies. There should never have been a Special Counsel appointed. Witch Hunt!",Sat Apr 28 02:04:31 +0000 2018
"RT @WhiteHouse: ""Today I am honored to welcome Chancellor Angela Merkel back to the White House... We are also pleased to have our newly co",Fri Apr 27 19:22:02 +0000 2018
"Just Out: House Intelligence Committee Report released. No evidence that the Trump Campaign colluded, coordinated or conspired with Russia. Clinton Campaign paid for Opposition Research obtained from Russia- Wow! A total Witch Hunt! MUST END NOW!",Fri Apr 27 14:14:58 +0000 2018
"Look forward to meeting with Chancellor Angela Merkel of Germany today. So much to discuss, so little time! It will be good for both of our great countries!",Fri Apr 27 13:28:21 +0000 2018
"Please do not forget the great help that my good friend, President Xi of China, has given to the United States, particularly at the Border of North Korea. Without him it would have been a much longer, tougher, process!",Fri Apr 27 11:50:02 +0000 2018
"KOREAN WAR TO END! The United States, and all of its GREAT people, should be very proud of what is now taking place in Korea!",Fri Apr 27 10:55:48 +0000 2018
"After a furious year of missile launches and Nuclear testing, a historic meeting between North and South Korea is now taking place. Good things are happening, but only time will tell!",Fri Apr 27 10:41:23 +0000 2018
The U.S. has put together a STRONG bid w/ Canada &amp; Mexico for the 2026 World Cup. It would be a shame if countries that we always support were to lobby against the U.S. bid. Why should we be supporting these countries when they dont support us (including at the United Nations)?,Thu Apr 26 23:39:32 +0000 2018
".@FLOTUS did a spectacular job hosting the President of France @EmmanuelMacron and his wife Brigitte. Every detail was done to perfection. The State Dining Room never looked more beautiful, and Washington is abuzz over what an incredible job Melania did.",Wed Apr 25 14:10:30 +0000 2018
Busy day planned.  Looking forward to watching President Macron of France address a Joint Session of Congress today. This is a great honor and seldom allowed to be done...he will be GREAT!,Wed Apr 25 13:29:16 +0000 2018
President Trump Calls the U.S.-France Relationship Unbreakable. History Shows Hes Right. https://t.co/L0gT4rvaJO,Tue Apr 24 18:41:09 +0000 2018
"Americans stand with you and all of Canada, Prime Minister @JustinTrudeau. Our thoughts and prayers are with you all. #TorontoStrong https://t.co/Xo3Cn962z8",Tue Apr 24 17:56:10 +0000 2018
"Having great meetings and discussions with my friend, President @EmmanuelMacron of France. We are in the midst of meetings on Iran, Syria and Trade. We will be holding a joint press conference shortly, here at the @WhiteHouse.  https://t.co/ju1FXhgjaD",Tue Apr 24 16:43:34 +0000 2018
"Hard to believe Obstructionists May vote against Mike Pompeo for Secretary of State. The Dems will not approve hundreds of good people, including the Ambassador to Germany. They are maxing out the time on approval process for all, never happened before. Need more Republicans!",Mon Apr 23 13:15:19 +0000 2018
Funny how all of the Pundits that couldnt come close to making a deal on North Korea are now all over the place telling me how to make a deal!,Sun Apr 22 18:43:38 +0000 2018
"....We are a long way from conclusion on North Korea, maybe things will work out, and maybe they wont - only time will tell....But the work I am doing now should have been done a long time ago!",Sun Apr 22 13:02:01 +0000 2018
"Sleepy Eyes Chuck Todd of Fake News NBC just stated that we have given up so much in our negotiations with North Korea, and they have given up nothing. Wow, we havent given up anything &amp; they have agreed to denuclearization (so great for World), site closure, &amp; no more testing!",Sun Apr 22 12:50:22 +0000 2018
"A message from Kim Jong Un: North Korea will stop nuclear tests and launches of intercontinental ballistic missiles.
Also will Shut down a nuclear test site in the countrys Northern Side to prove the vow to suspend nuclear tests. Progress being made for all!",Sat Apr 21 03:22:51 +0000 2018
North Korea has agreed to suspend all Nuclear Tests and close up a major test site. This is very good news for North Korea and the World - big progress! Look forward to our Summit.,Fri Apr 20 22:50:34 +0000 2018
"Great meeting with Prime Minister Abe of Japan, who has just left Florida. Talked in depth about North Korea, Military and Trade. Good things will happen!",Thu Apr 19 14:45:14 +0000 2018
"It was my great honor to host my friend @JPN_PMO @AbeShinzo and his delegation at Mar-a-Lago for the past two days. Lots accomplished, thank you! #Success https://t.co/2NnItfwfBl",Thu Apr 19 02:58:21 +0000 2018
"RT @StateDept: .@POTUS Trump thanks Prime Minister @AbeShinzo for his support, discusses U.S.-Japan cooperation on #NorthKorea, defense, an",Thu Apr 19 02:12:13 +0000 2018
Great working luncheon with U.S. and Japanese Delegations this afternoon! https://t.co/ywU2CEih8b,Wed Apr 18 21:32:53 +0000 2018
Prime Minister @AbeShinzo of Japan and myself this morning building an even deeper and better relationship while playing a quick round of golf at Trump International Golf Club. https://t.co/YqU7pHiFoU,Wed Apr 18 21:00:12 +0000 2018
"Slippery James Comey, the worst FBI Director in history, was not fired because of the phony Russia investigation where, by the way, there was NO COLLUSION (except by the Dems)!",Wed Apr 18 12:05:42 +0000 2018
"Mike Pompeo met with Kim Jong Un in North Korea last week. Meeting went very smoothly and a good relationship was formed. Details of Summit are being worked out now. Denuclearization will be a great thing for World, but also for North Korea!",Wed Apr 18 10:42:23 +0000 2018
"RT @AbeShinzo: 

",Wed Apr 18 09:45:37 +0000 2018
"While Japan and South Korea would like us to go back into TPP, I dont like the deal for the United States. Too many contingencies and no way to get out if it doesnt work. Bilateral deals are far more efficient, profitable and better for OUR workers. Look how bad WTO is to U.S.",Wed Apr 18 02:49:28 +0000 2018
It is my great honor to host @JPN_PMO @AbeShinzo! https://t.co/QxMpCGRycF,Wed Apr 18 02:26:57 +0000 2018
"Getting ready to meet Prime Minister Abe of Japan, a truly fine gentleman!",Tue Apr 17 17:51:52 +0000 2018
I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.,Tue Apr 17 12:24:35 +0000 2018
Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!,Mon Apr 16 12:31:02 +0000 2018
A perfectly executed strike last night. Thank you to France and the United Kingdom for their wisdom and the power of their fine Military. Could not have had a better result. Mission Accomplished!,Sat Apr 14 12:21:00 +0000 2018
"Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP, and are working to make a deal with the biggest of those  nations, Japan, who has hit us hard on trade for years!",Fri Apr 13 03:15:16 +0000 2018
"Much of the bad blood with Russia is caused by the Fake &amp; Corrupt Russia Investigation, headed up by the all Democrat loyalists, or people that worked for Obama. Mueller is most conflicted of all (except Rosenstein who signed FISA &amp; Comey letter). No Collusion, so they go crazy!",Wed Apr 11 13:00:23 +0000 2018
"Our relationship with Russia is worse now than it has ever been, and that includes the Cold War. There is no reason for this. Russia needs us to help with their economy, something that would be very easy to do, and we need all nations to work together. Stop the arms race?",Wed Apr 11 11:37:56 +0000 2018
"Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia,  because they will be coming, nice and new and smart! You shouldnt be partners with a Gas Killing Animal who kills his people and enjoys it!",Wed Apr 11 10:57:30 +0000 2018
"....doing things that nobody thought possible, despite the never ending and corrupt Russia Investigation, which takes tremendous time and focus. No Collusion or Obstruction (other than I fight back), so now they do the Unthinkable, and RAID a lawyers office for information! BAD!",Wed Apr 11 10:47:37 +0000 2018
"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are",Wed Apr 11 10:38:42 +0000 2018
"The Failing New York Times wrote another phony story. It was political pundit Doug Schoen, not a Ukrainian businessman, who asked me to do a short speech by phone (Skype), hosted by Doug, in Ukraine. I was very positive about Ukraine-another negative to the Fake Russia  C story!",Wed Apr 11 10:30:19 +0000 2018
"Very thankful for President Xi of Chinas kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",Tue Apr 10 18:30:38 +0000 2018
"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!",Mon Apr 09 10:03:16 +0000 2018
"Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and encircled by Syrian Army, making it completely inaccessible to outside world. President Putin, Russia and Iran are responsible for backing Animal Assad. Big price...",Sun Apr 08 13:00:06 +0000 2018
"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!",Sun Apr 08 12:12:35 +0000 2018
"The United States hasnt had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!",Sat Apr 07 18:03:56 +0000 2018
Just spoke to @JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Team tragedy. May God be with them all!,Sat Apr 07 17:35:28 +0000 2018
"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S.",Fri Apr 06 14:32:43 +0000 2018
"RT @realDonaldTrump: We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who repr",Fri Apr 06 11:29:12 +0000 2018
"The Fake News Washington Post, Amazons chief lobbyist, has another (of many) phony headlines, Trump Defiant As China Adds Trade Penalties. WRONG! Should read, Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive  I.P. Theft. Typically bad reporting!",Thu Apr 05 13:10:07 +0000 2018
"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!",Wed Apr 04 11:22:03 +0000 2018
"Our Border Laws are very weak while those of Mexico &amp; Canada are very strong. Congress must change these Obama era, and other, laws NOW! The Democrats stand in our way - they want people to pour into our country unchecked....CRIME! We will be taking strong action today.",Wed Apr 04 11:19:28 +0000 2018
"As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico &amp; Canada have tough immigration laws, whereas ours are an Obama joke. ACT CONGRESS",Tue Apr 03 00:00:58 +0000 2018
.@USTradeRep just announced an agreement in principle with South Korea on KORUS! A great deal for American and Korean workers. Lets now focus on our important security relationship.,Wed Mar 28 16:14:34 +0000 2018
"Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime, and unfortunately, maximum sanctions and pressure must be maintained at all cost!",Wed Mar 28 10:16:26 +0000 2018
"For years and through many administrations, everyone said that peace and the denuclearization of the Korean Peninsula was not even a small possibility. Now there is a good chance that Kim Jong Un will do what is right for his people and for humanity. Look forward to our meeting!",Wed Mar 28 10:05:18 +0000 2018
"....lawyer or law firm will take months to get up to speed (if for no other reason than they can bill more), which is unfair to our great country - and I am very happy with my existing team. Besides, there was NO COLLUSION with Russia, except by Crooked Hillary and the Dems!",Sun Mar 25 11:49:16 +0000 2018
"Many lawyers and top law firms want to represent me in the Russia case...dont believe the Fake News narrative that it is hard to find a lawyer who wants to take this on. Fame &amp; fortune will NEVER be turned down by a lawyer, though some are conflicted. Problem is that a new......",Sun Mar 25 11:40:41 +0000 2018
"France honors a great hero. Officer died after bravely swapping places with hostage in ISIS related terror attack. So much bravery around the world constantly fighting radical Islamic terrorism. Even stronger measures needed, especially at borders!",Sun Mar 25 10:10:14 +0000 2018
"Our thoughts and prayers are with the victims of the horrible attack in France yesterday, and we grieve the nations loss. We also condemn the violent actions of the attacker and anyone who would provide him support. We are with you @EmmanuelMacron!",Sat Mar 24 16:40:11 +0000 2018
House Intelligence Committee votes to release final report. FINDINGS: (1) No evidence provided of Collusion between Trump Campaign &amp; Russia. (2)  The Obama Administrations Post election response was insufficient. (3) Clapper provided inconsistent testimony on media contacts.,Fri Mar 23 10:07:18 +0000 2018
".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush tried to get along, but didnt have the smarts. Obama and Clinton tried, but didnt have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!",Wed Mar 21 19:05:40 +0000 2018
"I called President Putin of Russia to congratulate him on his election victory (in past, Obama called him also). The Fake News Media is crazed because they wanted me to excoriate him. They are wrong! Getting along with Russia (and others) is a good thing, not a bad thing.......",Wed Mar 21 18:56:14 +0000 2018
"As the House Intelligence Committee has concluded, there was no collusion between Russia and the Trump Campaign. As many are now finding out, however, there was tremendous leaking, lying and corruption at the highest levels of the FBI, Justice &amp; State. #DrainTheSwamp",Sat Mar 17 17:11:50 +0000 2018
"We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive). P.M. Justin Trudeau of Canada, a very good guy, doesnt like saying that Canada has a Surplus vs. the U.S.(negotiating), but they do...they almost all do...and thats how I know!",Thu Mar 15 13:29:25 +0000 2018
"THE HOUSE INTELLIGENCE COMMITTEE HAS, AFTER A 14 MONTH LONG IN-DEPTH INVESTIGATION, FOUND NO EVIDENCE OF COLLUSION OR COORDINATION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA TO INFLUENCE THE 2016 PRESIDENTIAL ELECTION.",Tue Mar 13 00:49:27 +0000 2018
Secretary of Commerce Wilbur Ross will be speaking with representatives of the European Union about eliminating the large Tariffs and Barriers they use against the U.S.A. Not fair to our farmers and manufacturers.,Mon Mar 12 12:20:03 +0000 2018
"...have shown conclusively that there was no Collusion with Russia..just excuse for losing. The only Collusion was that done by the DNC, the Democrats and Crooked Hillary. The writer of the story, Maggie Haberman, a Hillary flunky, knows nothing about me and is not given access.",Sun Mar 11 13:50:47 +0000 2018
"The Failing New York Times purposely wrote a false story stating that I am unhappy with my legal team on the Russia case and am going to add another lawyer to help out. Wrong. I am VERY happy with my lawyers, John Dowd, Ty Cobb and Jay Sekulow. They are doing a great job and.....",Sun Mar 11 13:41:04 +0000 2018
"The European Union, wonderful countries who treat the U.S. very badly on trade, are complaining about the tariffs on Steel &amp; Aluminum. If they drop their horrific barriers &amp; tariffs on U.S. products going in, we will likewise drop ours. Big Deficit. If not, we Tax Cars etc. FAIR!",Sat Mar 10 21:29:37 +0000 2018
"In the first hours after hearing that North Koreas leader wanted to meet with me to talk denuclearization and that missile launches will end, the press was startled &amp; amazed.They couldnt believe it. But by the following morning the news became FAKE.They said so what, who cares!",Sat Mar 10 20:02:02 +0000 2018
"North Korea has not conducted a Missile Test since November 28, 2017 and has promised not to do so through our meetings. I believe they will honor that commitment!",Sat Mar 10 18:38:17 +0000 2018
"Spoke to Prime Minister Abe of Japan, who is very enthusiastic about talks with North Korea. Also discussing opening up Japan to much better trade with the U.S. Currently have a massive $100 Billion Trade Deficit. Not fair or sustainable. It will all work out!",Sat Mar 10 17:23:16 +0000 2018
Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,Sat Mar 10 16:15:19 +0000 2018
"The deal with North Korea is very much in the making and will be, if completed, a very good one for the World. Time and place to be determined.",Sat Mar 10 00:42:49 +0000 2018
"Kim Jong Un talked about denuclearization with the South Korean Representatives, not just a freeze. Also, no missile testing by North Korea during this period of time. Great progress being made but sanctions will remain until an agreement is reached. Meeting being planned!",Fri Mar 09 01:08:14 +0000 2018
"China has been asked to develop a plan for the year of a One Billion Dollar reduction in their massive Trade Deficit with the United States. Our relationship with China has been a very good one, and we look forward to seeing what ideas they come back with. We must act soon!",Wed Mar 07 15:10:48 +0000 2018
"Possible progress being made in talks with North Korea. For the first time in many years, a serious effort is being made by all parties concerned. The World is watching and waiting! May be false hope, but the U.S. is ready to go hard in either direction!",Tue Mar 06 14:11:54 +0000 2018
"Why did the Obama Administration start an investigation into the Trump Campaign (with zero proof of wrongdoing) long before the Election in November? Wanted to discredit so Crooked H would win. Unprecedented. Bigger than Watergate! Plus, Obama did NOTHING about Russian meddling.",Mon Mar 05 13:22:29 +0000 2018
"We have large trade deficits with Mexico and Canada. NAFTA, which is under renegotiation right now, has been a bad deal for U.S.A. Massive relocation of companies &amp; jobs. Tariffs on Steel and Aluminum will only come off if new &amp; fair NAFTA agreement is signed. Also, Canada must..",Mon Mar 05 11:47:56 +0000 2018
"Russians had no compromising information on Donald Trump @FoxNews  Of course not, because there is none, and never was. This whole Witch Hunt is an illegal disgrace...and Obama did nothing about Russia!",Sat Feb 24 23:44:11 +0000 2018
"My daughter, Ivanka, just arrived in South Korea. We cannot have a better, or smarter, person representing our country.",Fri Feb 23 13:07:07 +0000 2018
"Question: If all of the Russian meddling took place during the Obama Administration, right up to January 20th, why arent they the subject of the investigation? Why didnt Obama do something about the meddling? Why arent Dem crimes under investigation? Ask Jeff Sessions!",Wed Feb 21 14:40:21 +0000 2018
"Bad ratings @CNN &amp; @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably knew it was Fake News but, because it was a rally against me, they pushed it hard anyway. Two really dishonest newscasters, but the public is wise!",Wed Feb 21 01:08:00 +0000 2018
"I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!",Tue Feb 20 13:38:49 +0000 2018
"....The President Obama quote just before election. Thats because he thought Crooked Hillary was going to win and he didnt want to rock the boat. When I easily won the Electoral College, the whole game changed and the Russian excuse became the narrative of the Dems.",Tue Feb 20 12:46:18 +0000 2018
"Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia, including Crimea, Syria and so much more. We are now starting to win again!",Tue Feb 20 12:24:54 +0000 2018
"Obama was President up to, and beyond, the 2016 Election. So why didnt he do something about Russian meddling?",Mon Feb 19 19:55:49 +0000 2018
